DT_GERACAO;HH_GERACAO;CD_PLEITO;SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;NR_URNA_ESPERADA;CD_CARGA_URNA_ESPERADA;CD_FLASHCARD_URNA_ESPERADA;DT_CARGA_URNA_ESPERADA;ST_CORRESP_ALTERADA
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1103001;8,60831E+23;FE7FF557;28/09/2018 11:41;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102780;7,29511E+22;961D5064;28/09/2018 17:30;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102691;4,2648E+22;27782C2D;28/09/2018 15:42;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102688;6,08205E+23;FE7FF557;28/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102668;9,92144E+23;27782C2D;28/09/2018 11:23;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102592;3,6588E+23;6027700B;27/09/2018 19:48;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102564;3,45678E+23;C67F3190;28/09/2018 11:39;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102457;1,53759E+23;C67F3190;28/09/2018 11:23;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102455;1,94163E+23;6027700B;28/09/2018 17:28;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1102146;5,98104E+23;FE7FF557;27/09/2018 20:12;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1101771;5,47699E+23;961D5064;27/09/2018 20:00;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1101413;2,54769E+23;C67F3190;27/09/2018 20:25;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1101225;9,61841E+23;961D5064;28/09/2018 15:26;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1100168;3,75981E+23;FE7FF557;27/09/2018 19:27;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1097688;2,6487E+23;6027700B;27/09/2018 19:53;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1095744;6,48609E+23;C67F3190;27/09/2018 19:26;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1082768;8,00225E+23;6027700B;28/09/2018 15:17;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1079573;3,05274E+23;27782C2D;27/09/2018 20:25;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1079474;2,2446E+22;27782C2D;27/09/2018 20:11;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1079371;2,54769E+23;961D5064;27/09/2018 20:13;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1076416;6,28407E+23;6027700B;28/09/2018 15:36;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1072398;1,03254E+23;961D5064;28/09/2018 11:23;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1070670;1,6386E+23;FE7FF557;28/09/2018 15:27;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1069460;7,90124E+23;6027700B;27/09/2018 20:11;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1067574;6,78912E+23;FE7FF557;27/09/2018 19:46;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1059547;4,2648E+22;961D5064;27/09/2018 19:40;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1043771;1,03254E+23;6027700B;27/09/2018 20:00;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1034486;1,73961E+23;27782C2D;27/09/2018 20:20;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1034089;4,46688E+23;6027700B;27/09/2018 19:40;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1033832;5,27491E+22;FE7FF557;27/09/2018 20:00;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1033703;1,03254E+23;961D5064;28/09/2018 13:25;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1031882;3,75981E+23;C67F3190;27/09/2018 19:57;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1031141;2,6487E+23;961D5064;27/09/2018 19:26;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1030983;6,48609E+23;27782C2D;27/09/2018 19:41;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1028355;1,2345E+22;C67F3190;28/09/2018 15:23;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1024608;3,15375E+23;961D5064;27/09/2018 20:18;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1014605;8,81033E+23;C67F3190;27/09/2018 20:05;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1014421;4,16385E+23;C67F3190;27/09/2018 19:47;*
27/10/2018;14:41:59;229;AC;1074;CRUZEIRO DO SUL;4;1013332;2,244E+21;6027700B;27/09/2018 19:58;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1210809;2,6557E+23;A2527D82;28/09/2018 15:40;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1192597;3,46378E+23;A2527D82;28/09/2018 11:47;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1175454;9,42339E+23;A2527D82;28/09/2018 15:48;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1105192;9,38531E+22;A2527D82;28/09/2018 11:29;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1103421;9,22137E+23;A2527D82;28/09/2018 15:26;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1101159;5,98804E+23;A2527D82;28/09/2018 15:18;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1071694;6,79612E+23;A2527D82;28/09/2018 11:42;*
27/10/2018;14:41:59;229;AC;1066;PORTO WALTER;4;1029971;6,69511E+23;A2527D82;27/09/2018 19:20;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1210287;3,57101E+23;49C9566F;27/09/2018 10:45;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1196307;5,49021E+23;F02F9C58;27/09/2018 11:49;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1177081;4,88414E+23;49C9566F;27/09/2018 09:46;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1138687;9,43061E+23;F02F9C58;27/09/2018 10:37;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1107096;3,87404E+23;98311815;27/09/2018 10:58;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1105344;7,51142E+23;98311815;27/09/2018 09:49;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1105078;8,52152E+23;F02F9C58;27/09/2018 10:44;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1105060;9,93566E+23;F02F9C58;27/09/2018 09:51;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1104857;5,89425E+23;98311815;27/09/2018 10:37;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1104701;7,00637E+23;F02F9C58;27/09/2018 10:52;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1103159;3,97505E+23;98311815;27/09/2018 10:52;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1102314;3,87404E+23;98311815;27/09/2018 09:40;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1101506;6,80435E+23;98311815;27/09/2018 10:45;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1101396;7,3094E+23;49C9566F;27/09/2018 11:38;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1099813;4,4801E+23;F02F9C58;27/09/2018 11:28;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1078201;8,72354E+23;49C9566F;27/09/2018 11:28;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1077843;2,66292E+23;98311815;27/09/2018 11:28;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1077151;4,37909E+23;98311815;27/09/2018 11:50;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1064703;5,59122E+23;F02F9C58;27/09/2018 11:38;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1033091;3,57101E+23;49C9566F;27/09/2018 10:52;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1014991;3,36999E+23;49C9566F;27/09/2018 10:37;*
27/10/2018;14:41:59;229;AC;1058;BRASILÉIA;6;1013920;5,79324E+23;49C9566F;27/09/2018 11:49;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1195365;8,74032E+23;CD01FCDC;28/09/2018 11:40;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1193535;2,27566E+23;E8D5FE5F;27/09/2018 19:22;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1104499;9,62531E+22;E8D5FE5F;28/09/2018 15:27;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1104200;3,38677E+23;CD01FCDC;28/09/2018 15:39;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1101433;5,509E+23;E8D5FE5F;28/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1100920;4,39687E+23;E8D5FE5F;28/09/2018 15:17;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1075953;8,5383E+23;E8D5FE5F;28/09/2018 11:40;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1034826;3,08374E+23;CD01FCDC;28/09/2018 11:22;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1030630;4,39687E+23;CD01FCDC;28/09/2018 15:18;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1008094;7,62921E+23;CD01FCDC;28/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1040;MARECHAL THAUMATURGO;4;1004094;4,09384E+23;CD01FCDC;28/09/2018 15:27;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1104851;4,49577E+23;B547B8A7;26/09/2018 17:15;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1104846;4,49577E+23;B547B8A7;26/09/2018 18:13;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1096714;6,01194E+23;B547B8A7;26/09/2018 17:50;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1080258;6,618E+23;B547B8A7;26/09/2018 17:10;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1075872;9,44528E+23;B547B8A7;26/09/2018 18:08;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1034812;1,97052E+23;B547B8A7;26/09/2018 17:29;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1034810;1,86951E+23;B547B8A7;26/09/2018 17:21;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1023727;8,59411E+22;B547B8A7;26/09/2018 17:58;*
27/10/2018;14:41:59;229;AC;1031;SANTA ROSA DO PURUS;3;1000147;5,00184E+23;B547B8A7;26/09/2018 17:37;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1763536;9,75509E+23;B3CC483C;28/09/2018 14:20;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1763376;5,61468E+23;E8AEB3F4;28/09/2018 15:21;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1763366;7,02882E+23;B3CC483C;28/09/2018 15:25;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1763093;9,67201E+22;B3CC483C;28/09/2018 14:42;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1762931;6,11973E+23;E8AEB3F4;28/09/2018 14:37;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1762901;9,04802E+23;B3CC483C;28/09/2018 14:14;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1761827;6,72579E+23;B3CC483C;28/09/2018 14:27;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1761812;3,59346E+23;B3CC483C;28/09/2018 15:30;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1761546;6,11973E+23;E8AEB3F4;28/09/2018 14:20;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1761363;5,31165E+23;E8AEB3F4;28/09/2018 14:42;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1760733;8,64498E+23;E8AEB3F4;28/09/2018 14:26;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1758343;5,10963E+23;B3CC483C;28/09/2018 14:37;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1758280;5,81101E+21;E8AEB3F4;28/09/2018 15:29;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1758086;5,71569E+23;E8AEB3F4;28/09/2018 14:32;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1757692;4,30154E+23;B3CC483C;28/09/2018 15:19;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1757549;8,24094E+23;E8AEB3F4;28/09/2018 14:14;*
27/10/2018;14:41:59;229;AC;1023;PORTO ACRE;1;1752293;5,41266E+23;B3CC483C;28/09/2018 14:32;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1192913;1,27734E+23;12EBE806;28/09/2018 14:02;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1178232;9,45917E+23;12EBE806;28/09/2018 13:45;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1106557;7,33896E+23;12EBE806;28/09/2018 12:25;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1105218;7,43997E+23;12EBE806;28/09/2018 11:58;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1105008;3,70259E+23;12EBE806;28/09/2018 13:55;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1104724;7,13694E+23;12EBE806;28/09/2018 14:34;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1075780;7,743E+23;12EBE806;28/09/2018 11:41;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1072261;4,51067E+23;12EBE806;28/09/2018 12:43;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1034262;3,90461E+23;12EBE806;28/09/2018 12:07;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1032401;5,31876E+23;12EBE806;28/09/2018 11:48;*
27/10/2018;14:41:59;229;AC;1015;CAPIXABA;2;1014148;9,7622E+23;12EBE806;28/09/2018 11:51;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1848240;6,23462E+23;1D9EE409;29/09/2018 15:55;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1763570;5,52755E+23;1D9EE409;29/09/2018 16:02;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1763041;6,43664E+23;632C5110;29/09/2018 16:11;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1762834;9,97199E+23;632C5110;29/09/2018 16:29;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1762618;7,14371E+23;1D9EE409;29/09/2018 16:36;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1761770;7,54775E+23;1D9EE409;29/09/2018 16:17;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1761523;5,12351E+23;1D9EE409;29/09/2018 16:11;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1761160;2,59724E+23;632C5110;29/09/2018 16:05;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758907;7,95179E+23;1D9EE409;29/09/2018 15:39;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758330;3,60835E+23;1D9EE409;29/09/2018 16:24;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758214;6,0326E+23;632C5110;29/09/2018 16:18;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758184;4,31542E+23;632C5110;29/09/2018 16:35;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1758078;1,28411E+23;632C5110;29/09/2018 16:23;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1757800;9,81081E+22;1D9EE409;29/09/2018 16:30;*
27/10/2018;14:41:59;229;AC;1007;BUJARI;9;1757060;4,61845E+23;1D9EE409;29/09/2018 15:50;*
